"","id_parcel","logerror","date"
"62",12701128,0.2119,"2016-01-04"
"63",14632504,0.0109,"2016-01-04"
"64",12932190,-0.001,"2016-01-04"
"65",14696295,0,"2016-01-04"
"66",11940440,-0.0576,"2016-01-04"
"67",14674493,-0.0356,"2016-01-04"
"68",17249897,0.0227,"2016-01-04"
"69",10908638,0.001,"2016-01-04"
"70",10953535,-0.006,"2016-01-04"
"71",14246533,-0.0253,"2016-01-04"
"72",11267869,-0.0523,"2016-01-04"
"73",10746700,0.1467,"2016-01-04"
"74",12921680,0.0109,"2016-01-04"
"75",17282027,0.0296,"2016-01-04"
"76",14731078,-0.0387,"2016-01-04"
"77",13964033,0.004,"2016-01-04"
"78",11523731,-0.0294,"2016-01-04"
"79",11427633,0.0296,"2016-01-04"
"80",14042212,0.0667,"2016-01-04"
"81",13980837,-0.0253,"2016-01-04"
"82",12533657,0.0276,"2016-01-04"
"83",14130954,0.0286,"2016-01-04"
"84",14502204,0.0159,"2016-01-04"
"85",12516077,0.0286,"2016-01-04"
"86",17158640,0.1142,"2016-01-04"
"87",14733074,0.0334,"2016-01-04"
"88",13077042,0.0402,"2016-01-04"
"89",11702617,-0.0243,"2016-01-04"
"90",14229471,0.045,"2016-01-04"
"91",12780042,0.0344,"2016-01-04"
"92",12193158,-0.0336,"2016-01-04"
"93",11948830,-0.1427,"2016-01-04"
"94",14421073,-0.2459,"2016-01-04"
"95",11986763,-0.078,"2016-01-04"
"96",17192496,-0.006,"2016-01-04"
"97",14715925,-0.1244,"2016-01-04"
"98",17088153,-0.044,"2016-01-04"
"99",14616359,-0.078,"2016-01-04"
"100",10801388,0.0149,"2016-01-04"
"101",14322594,0.063,"2016-01-04"
"102",14324521,-0.1997,"2016-01-04"
"103",17118736,-0.4095,"2016-01-04"
"104",10848180,-0.0419,"2016-01-04"
"105",12755278,0.0526,"2016-01-04"
"106",11057902,-0.0222,"2016-01-04"
"107",11641841,-0.1473,"2016-01-04"
"108",14227578,0.0178,"2016-01-04"
"109",14140396,-0.091,"2016-01-04"
"110",14412754,0.008,"2016-01-04"
"111",14692960,-0.1744,"2016-01-04"
"112",10752781,-0.001,"2016-01-04"
"113",14443228,0.0488,"2016-01-04"
"114",14421427,0.0573,"2016-01-04"
"115",11056378,0.003,"2016-01-04"
"116",12863513,0.145,"2016-01-04"
"117",11269343,0.1398,"2016-01-04"
"118",12515416,-0.0598,"2016-01-04"
"119",10748903,-0.009,"2016-01-04"
"120",12597787,0.0208,"2016-01-04"
"121",11056109,-0.006,"2016-01-04"
"122",12338963,0.3358,"2016-01-04"
"123",12887934,0.005,"2016-01-04"
"124",12498811,-0.1358,"2016-01-04"
"125",12221552,-0.6368,"2016-01-04"
"126",12136379,-0.006,"2016-01-04"
"127",17188935,-0.002,"2016-01-04"
"128",14084996,0.0554,"2016-01-04"
"129",10999114,-0.1087,"2016-01-04"
"130",14244947,0.0149,"2016-01-04"
"131",12261255,-0.0233,"2016-01-04"
"132",11002227,0.0421,"2016-01-04"
"133",12727119,-0.4277,"2016-01-04"
"134",11603214,-0.001,"2016-01-04"
"135",13880945,-0.0202,"2016-01-04"
"136",12505717,0.0535,"2016-01-04"
"137",17055019,0.0421,"2016-01-04"
"138",13877133,0.098,"2016-01-04"
"139",11297146,-0.0769,"2016-01-04"
"140",12268525,0.005,"2016-01-04"
"141",11448170,0.098,"2016-01-04"
"142",13935681,-0.0932,"2016-01-04"
"143",10883409,0.0944,"2016-01-04"
"144",13872819,0,"2016-01-04"
"145",13896016,0.0962,"2016-01-04"
"146",11916304,0.0188,"2016-01-04"
"147",12229878,-0.1154,"2016-01-04"
"148",14365040,0.0178,"2016-01-04"
"149",11251631,-0.078,"2016-01-04"
"150",13918657,0.0392,"2016-01-04"
"151",14710649,0.004,"2016-01-04"
"152",14366651,-0.1054,"2016-01-04"
"153",11767927,-0.0899,"2016-01-04"
"154",10981110,0.01,"2016-01-04"
"155",13896100,0.179,"2016-01-04"
"156",10981417,-0.006,"2016-01-04"
"157",14483291,0.0344,"2016-01-04"
"158",10900015,0.0639,"2016-01-04"
"159",11908800,0.3825,"2016-01-04"
"160",11422524,0.1187,"2016-01-04"
"161",12723859,0.1089,"2016-01-04"
"162",13902249,-0.0141,"2016-01-04"
"163",12872748,0.0421,"2016-01-04"
"164",11664308,0.1089,"2016-01-04"
"165",13914106,0.0119,"2016-01-04"
"166",14636858,-0.0315,"2016-01-04"
"167",12270299,-0.137,"2016-01-04"
"168",12901047,0.0354,"2016-01-04"
"169",10865683,-0.0492,"2016-01-04"
"170",12616210,0.1765,"2016-01-04"
"171",10960001,0.0383,"2016-01-04"
"172",12002086,-0.0182,"2016-01-04"
"173",12300590,-0.0243,"2016-01-04"
"174",14674230,0.0917,"2016-01-04"
"175",14597760,-0.0243,"2016-01-04"
"176",14498398,0.0276,"2016-01-04"
"177",14615747,0.0373,"2016-01-04"
"178",10864723,-0.044,"2016-01-04"
"179",11037394,0.0198,"2016-01-04"
"180",11846598,-0.145,"2016-01-04"
"181",10958511,-0.0629,"2016-01-04"
"182",13954029,-0.0429,"2016-01-04"
"183",14339531,0.0334,"2016-01-04"
"184",13100508,0.0325,"2016-01-04"
"185",11548125,-0.3439,"2016-01-04"
"186",10907593,-0.0263,"2016-01-04"
"187",12095743,0.0188,"2016-01-04"
"188",13872388,0.0149,"2016-01-04"
"189",10741537,0.0296,"2016-01-04"
"190",13851543,0.0109,"2016-01-04"
"191",11567831,-0.003,"2016-01-04"
"192",17267250,0.0119,"2016-01-04"
"193",11768520,-0.0661,"2016-01-04"
"194",14270950,0.1169,"2016-01-04"
"195",13938654,0.0779,"2016-01-04"
"196",14419151,0.0751,"2016-01-04"
"197",14051738,0.008,"2016-01-04"
"198",14104070,0.0315,"2016-01-04"
"199",11309502,-0.0121,"2016-01-04"
"200",10904630,-0.006,"2016-01-04"
"201",13858454,0.004,"2016-01-04"
"202",14713723,0.0402,"2016-01-04"
"203",11166503,-0.002,"2016-01-04"
"204",11648653,0.0667,"2016-01-04"
"205",11022729,0.0315,"2016-01-04"
"206",14108170,0.0363,"2016-01-04"
"207",11143894,0.0188,"2016-01-04"
"208",14110831,0.0344,"2016-01-04"
"209",13859323,0.0998,"2016-01-04"
"210",17289794,0.0469,"2016-01-04"
"211",13971777,0.0788,"2016-01-04"
"212",17292862,0.007,"2016-01-04"
"213",10815023,0.4941,"2016-01-04"
"214",13013515,-0.0736,"2016-01-04"
"215",12029244,-0.003,"2016-01-04"
"216",11115579,0.0149,"2016-01-04"
"217",11115487,0.0507,"2016-01-04"
"218",11975142,-0.0263,"2016-01-04"
"219",12893149,-0.0408,"2016-01-04"
"220",13994443,-0.0715,"2016-01-04"
"221",17238099,-0.0161,"2016-01-04"
"222",12429744,0.003,"2016-01-04"
"223",11623495,-0.2144,"2016-01-04"
"224",12430575,0,"2016-01-04"
"225",12031070,0.0807,"2016-01-04"
"226",12945898,0.1124,"2016-01-04"
"227",10833093,0.0889,"2016-01-04"
"228",12044422,-0.0346,"2016-01-04"
"229",12422738,0.0149,"2016-01-04"
"230",12676375,-0.0356,"2016-01-04"
"231",12414769,-0.0587,"2016-01-04"
"232",13022682,-0.0545,"2016-01-04"
"233",10936299,-0.0253,"2016-01-04"
"234",10836431,0.1106,"2016-01-04"
"235",12418093,-0.0608,"2016-01-04"
"236",11121870,0.1026,"2016-01-04"
"237",11801228,0.005,"2016-01-04"
"238",12807257,0.1266,"2016-01-04"
"239",10915275,-0.0325,"2016-01-04"
"240",14207225,0.0421,"2016-01-04"
"241",10803962,-0.0274,"2016-01-04"
"242",14426804,0.0797,"2016-01-04"
"243",12523304,0.0315,"2016-01-04"
"244",11745005,0.0526,"2016-01-04"
"245",14601697,-0.0111,"2016-01-04"
"246",12818304,-0.0111,"2016-01-04"
"247",11973896,-0.0111,"2016-01-04"
"248",12686516,0.0296,"2016-01-04"
"249",14020348,-0.007,"2016-01-04"
"250",17195014,-0.006,"2016-01-04"
"251",12892344,-0.0253,"2016-01-04"
"252",11492012,-0.003,"2016-01-04"
"253",17240931,0.0344,"2016-01-04"
"254",14749589,-0.0141,"2016-01-04"
"255",11105509,0.003,"2016-01-04"
"256",12446142,0.007,"2016-01-04"
"257",12446547,-0.1936,"2016-01-04"
"258",12977321,-0.044,"2016-01-04"
"259",11970677,0.0469,"2016-01-04"
"260",12034787,-0.1312,"2016-01-04"
"261",11488257,0.0218,"2016-01-04"
"262",11887665,0.1053,"2016-01-04"
"263",14684078,0.006,"2016-01-04"
"264",17196448,0.0705,"2016-01-04"
"265",11713735,-0.0284,"2016-01-04"
"266",14604634,0.0129,"2016-01-04"
"267",12431924,0.0658,"2016-01-04"
"268",14428379,-0.0576,"2016-01-04"
"269",12832944,-0.008,"2016-01-04"
"270",11158358,-0.0171,"2016-01-04"
"271",14603678,-0.003,"2016-01-04"
"272",14003170,0.0149,"2016-01-04"
"273",12452910,-0.1065,"2016-01-04"
"274",14217233,-0.0151,"2016-01-04"
"275",14664394,-0.003,"2016-01-04"
"276",11158382,0.0797,"2016-01-04"
"277",11628112,0.1053,"2016-01-04"
"278",12689469,-0.408,"2016-01-04"
"279",11624673,0.003,"2016-01-04"
"280",12823622,0.0421,"2016-01-04"
"281",10826295,-0.0346,"2016-01-04"
"282",12804224,0.4929,"2016-01-04"
"283",12884867,-0.006,"2016-01-04"
"284",11397664,0.0853,"2016-01-04"
"285",14624570,-0.0367,"2016-01-04"
"286",12026299,0.0159,"2016-01-04"
"287",12407264,0.0363,"2016-01-04"
"288",12683534,-0.0704,"2016-01-04"
"289",12406804,-0.1985,"2016-01-04"
"290",11195818,-0.0534,"2016-01-04"
"291",14167564,0.0363,"2016-01-04"
"292",10774688,0.0363,"2016-01-04"
"293",13032519,-0.0367,"2016-01-04"
"294",10756691,1.083,"2016-01-04"
"295",14166471,-0.0346,"2016-01-04"
"296",14166394,-0.1613,"2016-01-04"
"297",11086459,0.1222,"2016-01-04"
"298",14680925,0.006,"2016-01-04"
"299",14314886,0.0334,"2016-01-04"
"300",13983678,0.0611,"2016-01-04"
"301",11337402,0.0218,"2016-01-04"
"302",11198617,-0.0398,"2016-01-04"
"303",14162041,0.0159,"2016-01-04"
"304",12956411,-0.4277,"2016-01-04"
"305",12166017,-0.002,"2016-01-04"
"306",12956786,-0.0598,"2016-01-04"
"307",12393013,-0.001,"2016-01-04"
"308",14160852,0.0139,"2016-01-04"
"309",12062343,-0.0769,"2016-01-04"
"310",14667864,-0.007,"2016-01-04"
"311",12801486,0.0592,"2016-01-04"
"312",12168378,-0.1143,"2016-01-04"
"313",14171755,-0.0101,"2016-01-04"
"314",17197472,-0.2971,"2016-01-04"
"315",14678945,0.0363,"2016-01-04"
"316",12410022,0.2624,"2016-01-04"
"317",12462074,0.01,"2016-01-04"
"318",14600494,0.001,"2016-01-04"
"319",14664914,0.0276,"2016-01-04"
"320",12966592,-0.046,"2016-01-05"
"321",14199177,-0.006,"2016-01-05"
"322",14615180,-0.0387,"2016-01-05"
"323",12109114,0.0129,"2016-01-05"
"324",12021224,0.004,"2016-01-05"
"325",17297827,0.002,"2016-01-05"
"326",14455091,0.0286,"2016-01-05"
"327",12544321,0.004,"2016-01-05"
"328",11012271,0.007,"2016-01-05"
"329",12958294,-0.0598,"2016-01-05"
"330",17218326,-0.004,"2016-01-05"
"331",10980675,0.1151,"2016-01-05"
"332",14614625,-0.0263,"2016-01-05"
"333",14215092,0.01,"2016-01-05"
"334",12737237,0.0129,"2016-01-05"
"335",12737136,0.0296,"2016-01-05"
"336",14096632,-0.009,"2016-01-05"
"337",12109478,-0.0111,"2016-01-05"
"338",12021540,0.0149,"2016-01-05"
"339",14625084,0.0149,"2016-01-05"
"340",12276174,0,"2016-01-05"
"341",17226746,-0.0243,"2016-01-05"
"342",14745928,0.0305,"2016-01-05"
"343",11928703,-0.045,"2016-01-05"
"344",14066388,-0.0471,"2016-01-05"
"345",12507667,-0.0387,"2016-01-05"
"346",11580655,0.0363,"2016-01-05"
"347",11232862,-0.0253,"2016-01-05"
"348",10872805,-0.003,"2016-01-05"
"349",11110786,-0.007,"2016-01-05"
"350",10729725,-0.0253,"2016-01-05"
"351",12011448,0.0373,"2016-01-05"
"352",11563853,0.0421,"2016-01-05"
"353",14707107,0.0169,"2016-01-05"
"354",11000658,-0.0325,"2016-01-05"
"355",13887161,0.0276,"2016-01-05"
"356",12845729,-0.002,"2016-01-05"
"357",14081436,-0.0212,"2016-01-05"
"358",12106051,0.0354,"2016-01-05"
"359",10874827,0.1371,"2016-01-05"
"360",12845555,0.0344,"2016-01-05"
"361",12869822,0.0119,"2016-01-05"
"362",12718673,-0.0131,"2016-01-05"
"363",10774008,0.045,"2016-01-05"
"364",11569103,0.0564,"2016-01-05"
"365",13876358,-0.0856,"2016-01-05"
"366",13876785,-0.1485,"2016-01-05"
"367",11661193,-0.2033,"2016-01-05"
"368",12113474,-0.0866,"2016-01-05"
"369",12842652,-0.0263,"2016-01-05"
"370",12455288,-0.007,"2016-01-05"
"371",14073978,-0.007,"2016-01-05"
"372",14202062,0.045,"2016-01-05"
"373",17226441,0.0169,"2016-01-05"
"374",14091051,0.0237,"2016-01-05"
"375",13891350,0.0507,"2016-01-05"
"376",11120416,0.0325,"2016-01-05"
"377",12643095,-0.0192,"2016-01-05"
"378",12238089,-0.0315,"2016-01-05"
"379",12473123,0.0296,"2016-01-05"
"380",12964997,-0.0534,"2016-01-05"
"381",12644113,0.0497,"2016-01-05"
"382",10893738,0.0109,"2016-01-05"
"383",12004630,-0.2549,"2016-01-05"
"384",12454667,0.0296,"2016-01-05"
"385",12469692,-0.0346,"2016-01-05"
"386",11394220,-0.007,"2016-01-05"
"387",14679228,-0.064,"2016-01-05"
"388",14069135,0.0159,"2016-01-05"
"389",11750137,-0.046,"2016-01-05"
"390",17272543,-0.0121,"2016-01-05"
"391",14621037,-0.0367,"2016-01-05"
"392",13885158,0.0459,"2016-01-05"
"393",11594138,0.0411,"2016-01-05"
"394",14708442,0.1133,"2016-01-05"
"395",11741237,-0.0387,"2016-01-05"
"396",10996306,0.0325,"2016-01-05"
"397",10737032,0.1204,"2016-01-05"
"398",11246505,0.063,"2016-01-05"
"399",11007574,-0.0377,"2016-01-05"
"400",13891855,0.0383,"2016-01-05"
"401",10807148,0.0862,"2016-01-05"
"402",14641035,0.005,"2016-01-05"
"403",17226800,-0.006,"2016-01-05"
"404",11240447,0.0788,"2016-01-05"
"405",10895566,0.0227,"2016-01-05"
"406",17202259,0.1133,"2016-01-05"
"407",10880407,-0.0545,"2016-01-05"
"408",11659351,-0.005,"2016-01-05"
"409",12390731,0.0286,"2016-01-05"
"410",12982143,0.0392,"2016-01-05"
"411",17252569,-0.0545,"2016-01-05"
"412",14530800,-0.0429,"2016-01-05"
"413",12862271,-0.0619,"2016-01-05"
"414",11532589,-0.0111,"2016-01-05"
"415",12780574,0.0797,"2016-01-05"
"416",14066006,0.0421,"2016-01-05"
"417",13026301,0.062,"2016-01-05"
"418",11702757,0.0751,"2016-01-05"
"419",11060416,-0.0202,"2016-01-05"
"420",12594965,0.0178,"2016-01-05"
"421",14507300,0.004,"2016-01-05"
"422",12076748,-0.0492,"2016-01-05"
"423",12567149,0.0129,"2016-01-05"
"424",11088889,0.0469,"2016-01-05"
"425",11947002,-0.0899,"2016-01-05"
"426",14310517,0.077,"2016-01-05"
"427",13068303,-0.0346,"2016-01-05"
"428",14434812,0.002,"2016-01-05"
"429",11207559,0.0962,"2016-01-05"
"430",12483427,0.0296,"2016-01-05"
"431",11537781,0.0383,"2016-01-05"
"432",11945491,0.01,"2016-01-05"
"433",11945452,0.1204,"2016-01-05"
"434",11840865,-0.0346,"2016-01-05"
"435",11696137,-0.0651,"2016-01-05"
"436",12333068,-0.0233,"2016-01-05"
"437",11210592,0.0554,"2016-01-05"
"438",12766483,0.044,"2016-01-05"
"439",11191603,0.1106,"2016-01-05"
"440",17232555,0.0208,"2016-01-05"
"441",17105834,-0.0121,"2016-01-05"
"442",14736046,0.0363,"2016-01-05"
"443",13061710,0.063,"2016-01-05"
"444",14160402,0.0373,"2016-01-05"
"445",14161317,0.0507,"2016-01-05"
"446",14159542,0.0286,"2016-01-05"
"447",11712463,-0.007,"2016-01-05"
"448",11074225,0.0266,"2016-01-05"
"449",12061339,0.009,"2016-01-05"
"450",12061151,0.0266,"2016-01-05"
"451",11170382,0.0159,"2016-01-05"
"452",12384587,0.0188,"2016-01-05"
"453",12860573,0.0119,"2016-01-05"
"454",12576624,-0.0502,"2016-01-05"
"455",10756010,-0.0566,"2016-01-05"
"456",11711123,0.0953,"2016-01-05"
"457",12583261,-0.0758,"2016-01-05"
"458",11327631,-0.1188,"2016-01-05"
"459",11709883,-0.001,"2016-01-05"
"460",14742582,0.0497,"2016-01-05"
"461",17171828,0.1302,"2016-01-05"
"462",11830066,-0.0726,"2016-01-05"
"463",11463161,-0.0253,"2016-01-05"
"464",12366236,-0.3425,"2016-01-05"
"465",11082807,-0.0253,"2016-01-05"
"466",11757507,-0.0608,"2016-01-05"
"467",11719164,0.0344,"2016-01-05"
"468",11960355,-0.0243,"2016-01-05"
"469",17209989,0.01,"2016-01-05"
"470",14313550,0.1222,"2016-01-05"
"471",10839804,0.3968,"2016-01-05"
"472",12569823,-0.0171,"2016-01-05"
"473",10839224,0.3141,"2016-01-05"
"474",12447938,-0.0346,"2016-01-05"
"475",13018435,0.116,"2016-01-05"
"476",11094371,0.2508,"2016-01-05"
"477",11548973,-0.003,"2016-01-05"
"478",14685821,0.0247,"2016-01-05"
"479",14448665,0.0507,"2016-01-05"
"480",14118520,0.0159,"2016-01-05"
"481",12095630,0.0363,"2016-01-05"
"482",12614428,0.0247,"2016-01-05"
"483",10864293,0.0488,"2016-01-05"
"484",11186988,0.0459,"2016-01-05"
"485",14297635,0.0218,"2016-01-05"
"486",14604326,0.0383,"2016-01-05"
"487",13840974,-0.006,"2016-01-05"
"488",11031921,-0.0356,"2016-01-05"
"489",14496938,0.1275,"2016-01-05"
"490",12097784,-0.0987,"2016-01-05"
"491",14343698,0.0178,"2016-01-05"
"492",12867969,-0.004,"2016-01-05"
"493",14111931,0.0227,"2016-01-05"
"494",12100614,-0.0233,"2016-01-05"
"495",12985635,0.7453,"2016-01-05"
"496",11229204,-0.3552,"2016-01-05"
"497",13850164,-0.1567,"2016-01-05"
"498",13850164,-0.046,"2016-06-29"
"499",13856560,-0.1462,"2016-01-05"
"500",11678644,-0.1972,"2016-01-05"
"501",14728726,0.0296,"2016-01-05"
"502",12011640,0.001,"2016-01-05"
"503",10870371,0.0989,"2016-01-05"
"504",12287390,0.0363,"2016-01-05"
"505",14104385,0.124,"2016-01-05"
"506",12828541,0.1756,"2016-01-05"
"507",14686077,0.0149,"2016-01-05"
"508",14687603,0.0286,"2016-01-05"
"509",13004684,0.0478,"2016-01-05"
"510",11495925,-0.008,"2016-01-05"
"511",11047246,-0.0212,"2016-01-05"
"512",13015746,0.0953,"2016-01-05"
"513",14663714,-0.002,"2016-01-05"
"514",12920545,0.003,"2016-01-05"
"515",14602457,0.0677,"2016-01-05"
"516",12939969,-0.0315,"2016-01-05"
"517",12759574,0.0129,"2016-01-05"
"518",14446998,-0.0243,"2016-01-05"
"519",14219543,0.0411,"2016-01-05"
"520",13088597,0.0119,"2016-01-05"
"521",11499071,0.0871,"2016-01-05"
"522",12758851,0.25,"2016-01-05"
"523",12325153,0.0751,"2016-01-05"
"524",12324895,0.0208,"2016-01-05"
"525",17243641,0.0344,"2016-01-05"
"526",11941213,-0.1684,"2016-01-05"
"527",12609176,0.0218,"2016-01-05"
"528",11317322,0.0421,"2016-01-05"
"529",10860946,0.0169,"2016-01-05"
"530",12045389,0.0714,"2016-01-05"
"531",14181542,0.0392,"2016-01-05"
"532",11546051,0.1714,"2016-01-05"
"533",10805689,0.0507,"2016-01-05"
"534",12320257,-0.002,"2016-01-05"
"535",11041746,0.0898,"2016-01-05"
"536",17260292,-0.009,"2016-01-05"
"537",14338816,-0.0325,"2016-01-05"
"538",12915862,-0.0161,"2016-01-05"
"539",10805692,0.0178,"2016-01-05"
"540",12819525,0.062,"2016-01-05"
"541",11687100,-0.1602,"2016-01-05"
"542",12957131,-0.2485,"2016-01-05"
"543",12137364,-0.0481,"2016-01-05"
"544",11885914,0.0602,"2016-01-05"
"545",12710764,0.1062,"2016-01-05"
"546",11908948,0.003,"2016-01-05"
"547",12001726,0.088,"2016-01-05"
"548",12212533,0.3478,"2016-01-05"
"549",11903377,0.0325,"2016-01-05"
"550",12675095,-0.1165,"2016-01-05"
"551",11656905,0.0129,"2016-01-05"
"552",13947548,0.0564,"2016-01-05"
"553",11634189,0.0139,"2016-01-05"
"554",12219524,-0.0408,"2016-01-05"
"555",11890296,-0.0253,"2016-01-05"
"556",17116334,-0.0367,"2016-01-05"
"557",12684286,-0.0111,"2016-01-05"
"558",13975959,0.009,"2016-01-05"
"559",14382837,0.006,"2016-01-05"
"560",12191628,0.0797,"2016-01-05"
"561",10728399,0.0257,"2016-01-05"
"562",11618065,0.0564,"2016-01-05"
"563",13968748,0.1604,"2016-01-05"
"564",14056841,0.0344,"2016-01-05"
"565",12687179,0.0286,"2016-01-05"
"566",11267334,-0.0943,"2016-01-05"
"567",14006983,0.0109,"2016-01-05"
"568",14264899,0.0431,"2016-01-05"
"569",10954606,0.0247,"2016-01-05"
"570",14030664,0.2776,"2016-01-05"
"571",14716372,0.005,"2016-01-05"
"572",10902690,0.0129,"2016-01-05"
"573",12687504,0.0227,"2016-01-05"
"574",14717556,0.005,"2016-01-05"
"575",17055852,-0.0131,"2016-01-05"
"576",10933323,-0.1054,"2016-01-05"
"577",11898674,0.0507,"2016-01-05"
"578",11886906,0.1196,"2016-01-05"
"579",12684085,0.1415,"2016-01-05"
"580",14616139,-0.0233,"2016-01-05"
"581",11994703,0.009,"2016-01-05"
"582",14417404,-0.0336,"2016-01-05"
"583",11779346,0.0373,"2016-01-05"
"584",12227848,0.1748,"2016-01-05"
"585",17285630,0.0402,"2016-01-05"
"586",13945053,-0.1393,"2016-01-05"
"587",12185514,-0.0233,"2016-01-05"
"588",11644320,-0.0131,"2016-01-05"
"589",10968472,-0.0182,"2016-01-05"
"590",11626960,0.0554,"2016-01-05"
"591",14000144,0.0257,"2016-01-05"
"592",14458350,0.007,"2016-01-05"
"593",12222991,-0.2169,"2016-01-05"
"594",14744376,0.0431,"2016-01-05"
"595",14390486,0.0129,"2016-01-05"
"596",12692473,0.044,"2016-01-05"
"597",11606616,-0.0294,"2016-01-05"
"598",12666369,0.0169,"2016-01-05"
"599",11616509,-0.004,"2016-01-05"
"600",12206553,-0.0141,"2016-01-05"
"601",11620624,0.0383,"2016-01-05"
"602",10792574,-0.2497,"2016-01-05"
"603",10905399,-0.1661,"2016-01-05"
"604",17112436,0.001,"2016-01-05"
"605",11600569,0.198,"2016-01-05"
"606",10936510,0.0816,"2016-01-05"
"607",11259733,0.0478,"2016-01-05"
"608",14016074,0.0149,"2016-01-05"
"609",17191384,0.0276,"2016-01-05"
"610",14613040,0.0188,"2016-01-06"
"611",14696697,0.008,"2016-01-06"
"612",12695528,0.0266,"2016-01-06"
"613",11212802,0.0507,"2016-01-06"
"614",11046542,0.0469,"2016-01-06"
"615",14270051,0.0526,"2016-01-06"
"616",10833932,0.0119,"2016-01-06"
"617",10726368,-0.003,"2016-01-06"
"618",11941611,-0.1948,"2016-01-06"
"619",14369364,0.0109,"2016-01-06"
"620",10933058,-0.0726,"2016-01-06"
"621",14297659,-0.0202,"2016-01-06"
"622",12608384,0.0227,"2016-01-06"
"623",13872929,-0.1358,"2016-01-06"
"624",14238710,-0.003,"2016-01-06"
"625",12710013,0.1647,"2016-01-06"
"626",11172525,-0.0202,"2016-01-06"
"627",11651686,0.2799,"2016-01-06"
"628",11399588,0.0334,"2016-01-06"
"629",12273348,0.1284,"2016-01-06"
"630",12577041,0.0266,"2016-01-06"
"631",17269974,0.0315,"2016-01-06"
"632",14216846,0.0305,"2016-01-06"
"633",12871361,0.0431,"2016-01-06"
"634",12988908,0.0889,"2016-01-06"
"635",12190264,0.002,"2016-01-06"
"636",12085145,-0.0377,"2016-01-06"
"637",14231798,-0.005,"2016-01-06"
"638",12265617,0.01,"2016-01-06"
"639",12084809,0.1647,"2016-01-06"
"640",12899850,0.077,"2016-01-06"
"641",14316448,-0.0576,"2016-01-06"
"642",11455214,0.01,"2016-01-06"
"643",12201980,-0.1543,"2016-01-06"
"644",11572798,0.157,"2016-01-06"
"645",11304161,-0.0325,"2016-01-06"
"646",12054651,0.0554,"2016-01-06"
"647",17080594,0.044,"2016-01-06"
"648",11109235,0.1044,"2016-01-06"
"649",14635473,0.076,"2016-01-06"
"650",17149648,-0.008,"2016-01-06"
"651",14192576,-0.0111,"2016-01-06"
"652",14490801,0.0218,"2016-01-06"
"653",14669425,0.1062,"2016-01-06"
"654",12562286,0.2038,"2016-01-06"
"655",12093481,0.0276,"2016-01-06"
"656",14335184,0,"2016-01-06"
"657",17197897,0.0109,"2016-01-06"
"658",12203672,-0.0576,"2016-01-06"
"659",14296555,-0.3202,"2016-01-06"
"660",12557553,0.1007,"2016-01-06"
